dataset_id,title,organization,sector,tags,formats,num_resources,metadata_created,metadata_modified,description,source_url
056befcd-f895-4d60-a4ae-acaf49ebd2c2,Ground water quality in Uttar Pradesh & Uttarakhand - 2014,"Ministry of Environment, Forest and Climate Change|Central Pollution Control Board",Water Quality,,,26,2017-08-22,2018-11-30,Ground water quality in Uttar Pradesh & Uttarakhand - 2014,https://www.data.gov.in/resource/056befcd-f895-4d60-a4ae-acaf49ebd2c2
72785fab-86c5-487b-b1fa-184e87cf8d53,"Households by Source of Lighting, 2001 - Uttar Pradesh","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,15,2020-11-06,2021-02-01,"Households by Source of Lighting, 2001 - Uttar Pradesh",https://www.data.gov.in/resource/72785fab-86c5-487b-b1fa-184e87cf8d53
c7c822c0-b9bb-4460-b48d-abaa5ef1d4dd,"Scheduled Tribe Households by Source of Lighting, 2001 - Uttar Pradesh","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,15,2020-11-06,2021-02-01,"Scheduled Tribe Households by Source of Lighting, 2001 - Uttar Pradesh",https://www.data.gov.in/resource/c7c822c0-b9bb-4460-b48d-abaa5ef1d4dd
cdd0116d-03a7-4120-8940-457a0309d15e,Item-wise HMIS report of Uttar Pradesh for 2017-18,Ministry of Health and Family Welfare|Department of Health and Family Welfare,Health and Family welfare|Health,,,71,2021-02-24,2021-02-25,Item-wise HMIS report of Uttar Pradesh for 2017-18,https://www.data.gov.in/resource/cdd0116d-03a7-4120-8940-457a0309d15e
1708054e-551c-470c-9dca-8ea26fe41b44,"Village Amenities for Moradabad District of Uttar Pradesh, 2011","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,398,2021-03-30,2022-05-10,"Village Amenities for Moradabad District of Uttar Pradesh, 2011",https://www.data.gov.in/resource/1708054e-551c-470c-9dca-8ea26fe41b44
9a85a902-e8cc-47e1-9b6e-50d910a7d525,"Village Amenities for Ghaziabad District of Uttar Pradesh, 2011","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,398,2021-03-16,2022-05-10,"Village Amenities for Ghaziabad District of Uttar Pradesh, 2011",https://www.data.gov.in/resource/9a85a902-e8cc-47e1-9b6e-50d910a7d525
f8bb0ea6-4abf-4b5c-be7d-8863abc6953b,"Village Amenities for Kheri District of Uttar Pradesh, 2011","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,398,2021-03-17,2022-05-10,"Village Amenities for Kheri District of Uttar Pradesh, 2011",https://www.data.gov.in/resource/f8bb0ea6-4abf-4b5c-be7d-8863abc6953b
37c34e30-3c17-4f6d-b3fd-554ee7db4c4b,"Village Amenities for Aligarh District of Uttar Pradesh, 2011","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,398,2021-03-30,2022-05-10,"Village Amenities for Aligarh District of Uttar Pradesh, 2011",https://www.data.gov.in/resource/37c34e30-3c17-4f6d-b3fd-554ee7db4c4b
1851785e-44fd-4988-a9b6-8ed3a114e5e6,"Village Amenities for Pratapgarh District of Uttar Pradesh, 2011","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,398,2021-03-19,2022-05-10,"Village Amenities for Pratapgarh District of Uttar Pradesh, 2011",https://www.data.gov.in/resource/1851785e-44fd-4988-a9b6-8ed3a114e5e6
6b1e19d2-85f6-400e-9025-08445484e652,"Village Amenities for Kanshiram Nagar District of Uttar Pradesh, 2011","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,398,2021-03-26,2022-05-10,"Village Amenities for Kanshiram Nagar District of Uttar Pradesh, 2011",https://www.data.gov.in/resource/6b1e19d2-85f6-400e-9025-08445484e652
d628fabd-ce33-4bda-a95c-0309ad452f3c,"Village Amenities for Kanpur Nagar District of Uttar Pradesh, 2011","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,398,2021-03-30,2022-05-10,"Village Amenities for Kanpur Nagar District of Uttar Pradesh, 2011",https://www.data.gov.in/resource/d628fabd-ce33-4bda-a95c-0309ad452f3c
b59dbe57-1979-4637-91d8-b4d0983c8a9e,"Village Amenities for Bijnor District of Uttar Pradesh, 2011","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,398,2021-03-30,2022-05-10,"Village Amenities for Bijnor District of Uttar Pradesh, 2011",https://www.data.gov.in/resource/b59dbe57-1979-4637-91d8-b4d0983c8a9e
0ec61033-7856-457c-b95d-6122ec92f943,"Village Amenities for Hamirpur District of Uttar Pradesh, 2011","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,398,2021-03-30,2022-05-10,"Village Amenities for Hamirpur District of Uttar Pradesh, 2011",https://www.data.gov.in/resource/0ec61033-7856-457c-b95d-6122ec92f943
b05902db-9767-4858-9f76-5f446e3dc08d,"Village Amenities for Budaun District of Uttar Pradesh, 2011","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,398,2021-03-30,2022-05-10,"Village Amenities for Budaun District of Uttar Pradesh, 2011",https://www.data.gov.in/resource/b05902db-9767-4858-9f76-5f446e3dc08d
79da890c-da8a-4e88-b721-d26ba9392df3,"Village Amenities for Saharanpur District of Uttar Pradesh, 2011","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,398,2021-03-16,2022-05-10,"Village Amenities for Saharanpur District of Uttar Pradesh, 2011",https://www.data.gov.in/resource/79da890c-da8a-4e88-b721-d26ba9392df3
c9751a69-6cbb-4c1c-a61a-09d4bcdb9a41,"Village Amenities for Deoria District of Uttar Pradesh, 2011","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,398,2021-03-29,2022-05-10,"Village Amenities for Deoria District of Uttar Pradesh, 2011",https://www.data.gov.in/resource/c9751a69-6cbb-4c1c-a61a-09d4bcdb9a41
db0968bf-d8e0-4ca8-90bf-7058cdce1c0d,"Village Amenities for Sonbhadra District of Uttar Pradesh, 2011","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,398,2021-03-29,2022-05-10,"Village Amenities for Sonbhadra District of Uttar Pradesh, 2011",https://www.data.gov.in/resource/db0968bf-d8e0-4ca8-90bf-7058cdce1c0d
19dd2f26-fadd-4769-b1c0-05fa9f120d0a,"Village Amenities for Sitapur District of Uttar Pradesh, 2011","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,398,2021-03-30,2022-05-10,"Village Amenities for Sitapur District of Uttar Pradesh, 2011",https://www.data.gov.in/resource/19dd2f26-fadd-4769-b1c0-05fa9f120d0a
feb1d526-1c6d-4781-a0a4-053088543270,"Final Population Totals for Mahrajganj District of Uttar Pradesh, 2001","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,20,2022-02-22,2022-06-20,"Final Population Totals for Mahrajganj District of Uttar Pradesh, 2001",https://www.data.gov.in/resource/feb1d526-1c6d-4781-a0a4-053088543270
44c5fa6c-2245-4ac9-ac4c-c280146771e1,"Final Population Totals for Fatehpur District of Uttar Pradesh, 2001","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,20,2022-02-22,2022-06-20,"Final Population Totals for Fatehpur District of Uttar Pradesh, 2001",https://www.data.gov.in/resource/44c5fa6c-2245-4ac9-ac4c-c280146771e1
4bef1bc2-ce7f-4fc7-8469-28e8e1cdee3b,"Final Population Totals for Shahjahanpur District of Uttar Pradesh, 2001","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,20,2022-02-22,2022-06-20,"Final Population Totals for Shahjahanpur District of Uttar Pradesh, 2001",https://www.data.gov.in/resource/4bef1bc2-ce7f-4fc7-8469-28e8e1cdee3b
9c69b712-0ead-431f-835f-686a23adb757,List of Notary Officers of Uttar Pradesh upto September 2016,Ministry of Law and Justice|Department of Legal Affairs,Governance and Administration,,,10,2022-11-20,2022-11-20,List of Notary Officers of Uttar Pradesh upto September 2016,https://www.data.gov.in/resource/9c69b712-0ead-431f-835f-686a23adb757
993f1349-683a-4dbf-a6e7-2d022066b83c,"Religion wise Population of Scheduled Tribes, 1991 - Uttar Pradesh","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,12,2019-09-27,2019-10-01,"Religion wise Population of Scheduled Tribes, 1991 - Uttar Pradesh",https://www.data.gov.in/resource/993f1349-683a-4dbf-a6e7-2d022066b83c
b61352fd-03fb-43be-b1b7-c321238eecf2,"Marital status by age and sex, 2011 - UTTAR PRADESH","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Statistics,,,29,2021-03-18,2021-03-18,"Marital status by age and sex, 2011 - UTTAR PRADESH",https://www.data.gov.in/resource/b61352fd-03fb-43be-b1b7-c321238eecf2
f7e6652f-ae36-4e75-abc6-4774278557f2,"Primary Census Abstract for Scheduled Tribes, 2011 - UTTAR PRADESH","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator|Statistics,,,88,2019-09-23,2019-09-25,"Primary Census Abstract for Scheduled Tribes, 2011 - UTTAR PRADESH",https://www.data.gov.in/resource/f7e6652f-ae36-4e75-abc6-4774278557f2
14e4debc-37af-43ae-a882-c9c6ddecc82d,Item-wise HMIS report of Uttar Pradesh for 2013-14,Ministry of Health and Family Welfare|Department of Health and Family Welfare,Health and Family welfare|Health,,,19,2021-02-24,2021-02-25,Item-wise HMIS report of Uttar Pradesh for 2013-14,https://www.data.gov.in/resource/14e4debc-37af-43ae-a882-c9c6ddecc82d
461bb190-fe49-4500-9222-4e92ade4fc11,Item-wise HMIS report of Uttar Pradesh for 2012-13,Ministry of Health and Family Welfare|Department of Health and Family Welfare,Health and Family welfare|Health,,,19,2021-02-24,2021-02-25,Item-wise HMIS report of Uttar Pradesh for 2012-13,https://www.data.gov.in/resource/461bb190-fe49-4500-9222-4e92ade4fc11
9e4ebc58-d61e-466f-8b0c-2aee6dbb1c83,Item-wise HMIS report of Uttar Pradesh for 2016-17,Ministry of Health and Family Welfare|Department of Health and Family Welfare,Health and Family welfare|Health,,,19,2021-02-24,2021-02-25,Item-wise HMIS report of Uttar Pradesh for 2016-17,https://www.data.gov.in/resource/9e4ebc58-d61e-466f-8b0c-2aee6dbb1c83
5607668e-0133-4295-8ac6-c3b19bbf0412,Item-wise HMIS report of Uttar Pradesh for 2011-12,Ministry of Health and Family Welfare|Department of Health and Family Welfare,Health and Family welfare|Health,,,19,2021-02-24,2021-02-25,Item-wise HMIS report of Uttar Pradesh for 2011-12,https://www.data.gov.in/resource/5607668e-0133-4295-8ac6-c3b19bbf0412
2cd8c8fa-1a26-4a43-950f-b83d1791236b,"Households by Disabled Females and Household Size, 2001 - Uttar Pradesh","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,14,2021-11-24,2021-11-24,"Households by Disabled Females and Household Size, 2001 - Uttar Pradesh",https://www.data.gov.in/resource/2cd8c8fa-1a26-4a43-950f-b83d1791236b
f9d90a74-0abb-45b9-86f0-ddaade7da73c,"Households by Disabled Persons and Household Size, 2001 - Uttar Pradesh","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,14,2021-11-24,2021-11-24,"Households by Disabled Persons and Household Size, 2001 - Uttar Pradesh",https://www.data.gov.in/resource/f9d90a74-0abb-45b9-86f0-ddaade7da73c
df76fefb-ede2-41a7-91ae-c7c65c282302,"Village Amenities for Lalitpur District of Uttar Pradesh, 2011","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,398,2021-03-16,2022-05-10,"Village Amenities for Lalitpur District of Uttar Pradesh, 2011",https://www.data.gov.in/resource/df76fefb-ede2-41a7-91ae-c7c65c282302
784c617a-db6e-45ac-a785-37763c0c0355,"Village Amenities for Ghazipur District of Uttar Pradesh, 2011","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,398,2021-03-16,2022-05-10,"Village Amenities for Ghazipur District of Uttar Pradesh, 2011",https://www.data.gov.in/resource/784c617a-db6e-45ac-a785-37763c0c0355
15a802d6-5720-41bb-924f-567c107b52c3,"Village Amenities for Firozabad District of Uttar Pradesh, 2011","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,398,2021-03-17,2022-05-10,"Village Amenities for Firozabad District of Uttar Pradesh, 2011",https://www.data.gov.in/resource/15a802d6-5720-41bb-924f-567c107b52c3
c2c7b336-1126-4f9e-9ac9-ba26f96a7a3b,"Village Amenities for Kanpur Dehat District of Uttar Pradesh, 2011","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,398,2021-03-26,2022-05-10,"Village Amenities for Kanpur Dehat District of Uttar Pradesh, 2011",https://www.data.gov.in/resource/c2c7b336-1126-4f9e-9ac9-ba26f96a7a3b
8c020c92-d2a5-4bf9-aa0f-a8e003649d4b,"Village Amenities for Faizabad District of Uttar Pradesh, 2011","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,398,2021-03-26,2022-05-10,"Village Amenities for Faizabad District of Uttar Pradesh, 2011",https://www.data.gov.in/resource/8c020c92-d2a5-4bf9-aa0f-a8e003649d4b
2975ebf5-3a98-486e-becd-4bef4cf99b41,"Village Amenities for Kannauj District of Uttar Pradesh, 2011","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,398,2021-03-26,2022-05-10,"Village Amenities for Kannauj District of Uttar Pradesh, 2011",https://www.data.gov.in/resource/2975ebf5-3a98-486e-becd-4bef4cf99b41
1eec1fc2-4fb4-4bb0-ba98-5ce5332d1bc5,"Village Amenities for Unnao District of Uttar Pradesh, 2011","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,398,2021-03-26,2022-05-10,"Village Amenities for Unnao District of Uttar Pradesh, 2011",https://www.data.gov.in/resource/1eec1fc2-4fb4-4bb0-ba98-5ce5332d1bc5
5f817552-5151-4e76-a664-257efb39f7a7,"Village Amenities for Etah District of Uttar Pradesh, 2011","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,398,2021-03-29,2022-05-10,"Village Amenities for Etah District of Uttar Pradesh, 2011",https://www.data.gov.in/resource/5f817552-5151-4e76-a664-257efb39f7a7
841d813e-1dda-4c34-bfc9-64dd53f3979d,"Village Amenities for Chandauli District of Uttar Pradesh, 2011","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,398,2021-03-30,2022-05-10,"Village Amenities for Chandauli District of Uttar Pradesh, 2011",https://www.data.gov.in/resource/841d813e-1dda-4c34-bfc9-64dd53f3979d
45923a57-afea-453f-bd77-cf67ec7f18f1,"Village Amenities for Chitrakoot District of Uttar Pradesh, 2011","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,398,2021-03-30,2022-05-10,"Village Amenities for Chitrakoot District of Uttar Pradesh, 2011",https://www.data.gov.in/resource/45923a57-afea-453f-bd77-cf67ec7f18f1
67b9f5c7-749c-4b99-bcbd-951b2620906f,"Village Amenities for Mahrajganj District of Uttar Pradesh, 2011","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,398,2021-03-30,2022-05-10,"Village Amenities for Mahrajganj District of Uttar Pradesh, 2011",https://www.data.gov.in/resource/67b9f5c7-749c-4b99-bcbd-951b2620906f
88557d74-88b2-44f5-948c-76010f24bd55,"Village Amenities for Agra District of Uttar Pradesh, 2011","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,398,2021-03-30,2022-05-10,"Village Amenities for Agra District of Uttar Pradesh, 2011",https://www.data.gov.in/resource/88557d74-88b2-44f5-948c-76010f24bd55
732f9c57-10f0-4bfe-8acf-c43b86dc91c2,"Primary Census Abstract for Etah District of Uttar Pradesh, 2001","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,66,2020-01-21,2022-04-29,"Primary Census Abstract for Etah District of Uttar Pradesh, 2001",https://www.data.gov.in/resource/732f9c57-10f0-4bfe-8acf-c43b86dc91c2
7f7f59fd-8013-4b70-bcb2-c04f1ff5e484,"Primary Census Abstract for Deoria District of Uttar Pradesh, 2001","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,66,2020-01-21,2022-04-29,"Primary Census Abstract for Deoria District of Uttar Pradesh, 2001",https://www.data.gov.in/resource/7f7f59fd-8013-4b70-bcb2-c04f1ff5e484
14cd1c8c-867e-4c6b-af2a-020002216846,"Final Population Totals for Saharanpur District of Uttar Pradesh, 2001","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,20,2020-08-20,2022-04-29,"Final Population Totals for Saharanpur District of Uttar Pradesh, 2001",https://www.data.gov.in/resource/14cd1c8c-867e-4c6b-af2a-020002216846
f1a4ec6b-b581-400c-aad1-2e9a07f7df3b,"Final Population Totals for Bareilly District of Uttar Pradesh, 2001","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,20,2020-08-20,2022-04-29,"Final Population Totals for Bareilly District of Uttar Pradesh, 2001",https://www.data.gov.in/resource/f1a4ec6b-b581-400c-aad1-2e9a07f7df3b
c9dfae5d-afc5-4aef-bce2-b62b88c61f2e,"Final Population Totals for Bahraich District of Uttar Pradesh, 2001","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,20,2020-08-20,2022-04-29,"Final Population Totals for Bahraich District of Uttar Pradesh, 2001",https://www.data.gov.in/resource/c9dfae5d-afc5-4aef-bce2-b62b88c61f2e
6934610e-08e6-42ea-95ab-6f5a561a882b,"Final Population Totals for Chandauli District of Uttar Pradesh, 2001","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,20,2020-08-20,2022-04-29,"Final Population Totals for Chandauli District of Uttar Pradesh, 2001",https://www.data.gov.in/resource/6934610e-08e6-42ea-95ab-6f5a561a882b
1ff29a27-cc23-4041-b955-4c2a77ac0cb1,"Final Population Totals for Ballia District of Uttar Pradesh, 2001","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,20,2020-08-20,2022-04-29,"Final Population Totals for Ballia District of Uttar Pradesh, 2001",https://www.data.gov.in/resource/1ff29a27-cc23-4041-b955-4c2a77ac0cb1
d9c31867-626b-4554-bbed-53031e007a75,"Primary Census Abstract for Saharanpur District of Uttar Pradesh, 2001","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,66,2020-01-21,2022-04-29,"Primary Census Abstract for Saharanpur District of Uttar Pradesh, 2001",https://www.data.gov.in/resource/d9c31867-626b-4554-bbed-53031e007a75
1252d01c-23df-4e99-a95e-0704e24fff8e,"Primary Census Abstract for Allahabad District of Uttar Pradesh, 2001","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,66,2020-01-21,2022-04-29,"Primary Census Abstract for Allahabad District of Uttar Pradesh, 2001",https://www.data.gov.in/resource/1252d01c-23df-4e99-a95e-0704e24fff8e
b12e1691-8200-4aff-90ee-ea386f82728a,"Primary Census Abstract for Lalitpur District of Uttar Pradesh, 2001","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,66,2020-01-20,2022-04-29,"Primary Census Abstract for Lalitpur District of Uttar Pradesh, 2001",https://www.data.gov.in/resource/b12e1691-8200-4aff-90ee-ea386f82728a
0479cbae-12e7-4b84-9c42-893c3123e9c9,"Primary Census Abstract for Pilibhit District of Uttar Pradesh, 2001","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,66,2020-01-20,2022-04-29,"Primary Census Abstract for Pilibhit District of Uttar Pradesh, 2001",https://www.data.gov.in/resource/0479cbae-12e7-4b84-9c42-893c3123e9c9
a2b14db5-1f17-4437-80c9-fb8515ebe9d3,"Primary Census Abstract for Hathras District of Uttar Pradesh, 2001","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,66,2020-01-21,2022-04-29,"Primary Census Abstract for Hathras District of Uttar Pradesh, 2001",https://www.data.gov.in/resource/a2b14db5-1f17-4437-80c9-fb8515ebe9d3
dc3d35e2-56da-4d6f-8b61-8f5483c15506,"Final Population Totals for Firozabad District of Uttar Pradesh, 2001","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,20,2020-08-20,2022-04-29,"Final Population Totals for Firozabad District of Uttar Pradesh, 2001",https://www.data.gov.in/resource/dc3d35e2-56da-4d6f-8b61-8f5483c15506
7755689f-e669-496c-bd5b-130af9bece79,"Final Population Totals for Pilibhit District of Uttar Pradesh, 2001","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,20,2020-08-20,2022-04-29,"Final Population Totals for Pilibhit District of Uttar Pradesh, 2001",https://www.data.gov.in/resource/7755689f-e669-496c-bd5b-130af9bece79
47246690-6d18-470f-bf12-176625b731e6,"Final Population Totals for Ghazipur District of Uttar Pradesh, 2001","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,20,2020-08-20,2022-04-29,"Final Population Totals for Ghazipur District of Uttar Pradesh, 2001",https://www.data.gov.in/resource/47246690-6d18-470f-bf12-176625b731e6
2fe97531-37c9-498c-9601-aea91cec468f,"Final Population Totals for Barabanki District of Uttar Pradesh, 2001","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,20,2020-08-20,2022-04-29,"Final Population Totals for Barabanki District of Uttar Pradesh, 2001",https://www.data.gov.in/resource/2fe97531-37c9-498c-9601-aea91cec468f
1b7dd9d3-6b01-46ea-adef-78c397e43ad5,"Primary Census Abstract for Shahjahanpur District of Uttar Pradesh, 2001","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,66,2020-01-20,2022-04-29,"Primary Census Abstract for Shahjahanpur District of Uttar Pradesh, 2001",https://www.data.gov.in/resource/1b7dd9d3-6b01-46ea-adef-78c397e43ad5
69407e5f-21f5-4af5-a4b0-c6bbe072f77b,"Primary Census Abstract for Bareilly District of Uttar Pradesh, 2001","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,66,2020-01-20,2022-04-29,"Primary Census Abstract for Bareilly District of Uttar Pradesh, 2001",https://www.data.gov.in/resource/69407e5f-21f5-4af5-a4b0-c6bbe072f77b
cddf7068-094f-4e3f-bea4-4e84ab8c42e9,"Final Population Totals for Etah District of Uttar Pradesh, 2001","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,20,2020-08-20,2022-04-29,"Final Population Totals for Etah District of Uttar Pradesh, 2001",https://www.data.gov.in/resource/cddf7068-094f-4e3f-bea4-4e84ab8c42e9
3551f040-c46c-425e-bd26-98965d57194e,"Final Population Totals for Mainpuri District of Uttar Pradesh, 2001","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,20,2020-08-20,2022-04-29,"Final Population Totals for Mainpuri District of Uttar Pradesh, 2001",https://www.data.gov.in/resource/3551f040-c46c-425e-bd26-98965d57194e
a0cff74f-817b-481d-a112-92500c938c92,"Village Amenities for Mahoba District of Uttar Pradesh, 2011","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,398,2021-03-30,2022-05-10,"Village Amenities for Mahoba District of Uttar Pradesh, 2011",https://www.data.gov.in/resource/a0cff74f-817b-481d-a112-92500c938c92
8149283a-93bc-4914-906e-117b596a21b4,"Village Amenities for Gorakhpur District of Uttar Pradesh, 2011","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,398,2021-03-30,2022-05-10,"Village Amenities for Gorakhpur District of Uttar Pradesh, 2011",https://www.data.gov.in/resource/8149283a-93bc-4914-906e-117b596a21b4
2f45166f-999b-471e-a68f-e2232461efb6,"Final Population Totals for Kushinagar District of Uttar Pradesh, 2001","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,20,2022-02-22,2022-06-20,"Final Population Totals for Kushinagar District of Uttar Pradesh, 2001",https://www.data.gov.in/resource/2f45166f-999b-471e-a68f-e2232461efb6
972a5d42-5b93-4783-896f-383c846c3632,"Final Population Totals for Bulandshahar District of Uttar Pradesh, 2001","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,20,2022-02-22,2022-06-20,"Final Population Totals for Bulandshahar District of Uttar Pradesh, 2001",https://www.data.gov.in/resource/972a5d42-5b93-4783-896f-383c846c3632
7f41fecb-b8f0-4c58-8b31-6db9924803cb,"Final Population Totals for Chitrakoot District of Uttar Pradesh, 2001","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,20,2022-02-22,2022-06-20,"Final Population Totals for Chitrakoot District of Uttar Pradesh, 2001",https://www.data.gov.in/resource/7f41fecb-b8f0-4c58-8b31-6db9924803cb
39ab43d4-0a24-4a1d-bdc0-ce0c6401abe2,"City-wise Population by Mother Tongue, 2001 - Uttar Pradesh","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,18,2021-12-13,2022-06-20,"City-wise Population by Mother Tongue, 2001 - Uttar Pradesh",https://www.data.gov.in/resource/39ab43d4-0a24-4a1d-bdc0-ce0c6401abe2
53624198-00c6-477a-822e-4f298c2a6c6f,"Final Population Totals for Kheri District of Uttar Pradesh, 2001","Ministry of Home Affairs|Department of Home|Registrar General and Census Commissioner, India",Census and Surveys|Census|Population Enumerator,,,20,2022-02-22,2022-06-20,"Final Population Totals for Kheri District of Uttar Pradesh, 2001",https://www.data.gov.in/resource/53624198-00c6-477a-822e-4f298c2a6c6f
